pmid	triple_id	subject_name	subject_type	predicate	object_name	object_type	evidence_span	evidence_type	confidence	notes
29651370	T3	specific carbohydrate diet	Food	decreases_abundance_of	Fusobacterium ulcerans	Microbe	A two- to three-fold decrease was observed in the prevalence of the most dominant fecal bacterial species, Fusobacterium ulcerans, after two weeks on the SCD	case_control	0.7	Single patient case; species-level identification with quantitative fold-change
39940959	T1	Olaparib	Food	increases_abundance_of	Lachnospiraceae NK4A136	Microbe	the single administration of Olaparib was associated with an increase in SCFA-producing microbiome, such as Lachnospiraceae NK4A136	animal	0.75	Murine model; PARP inhibitor administered as intervention
39940959	T2	Lachnospiraceae NK4A136	Microbe	produces	short chain fatty acid	Bioactive	an increase in SCFA-producing microbiome, such as Lachnospiraceae NK4A136	mechanistic	0.85	Explicitly identified as SCFA-producing microbiome
27612488	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41691988	T1	Huangqin decoction	Food	decreases_marker	ulcerative colitis	IBD_Outcome	HQD significantly alleviated colitis symptoms and inflammation	animal	0.8	DSS-induced colitis mouse model
41691988	T2	Huangqin decoction	Food	decreases_abundance_of	Desulfovibrionaceae	Microbe	It remodelled the gut microbiota, suppressing Desulfovibrionaceae while enriching Lachnospiraceae	animal	0.85	DSS mouse model; Desulfovibrionaceae explicitly suppressed by HQD
41691988	T3	Huangqin decoction	Food	increases_abundance_of	Lachnospiraceae	Microbe	It remodelled the gut microbiota, suppressing Desulfovibrionaceae while enriching Lachnospiraceae	animal	0.85	DSS mouse model; Lachnospiraceae explicitly enriched by HQD
41691988	T4	Lachnospiraceae	Microbe	produces	short chain fatty acid	Bioactive	Lachnospiraceae promoted organoid growth	mechanistic	0.65	Lachnospiraceae is known SCFA-producer family; inferred from beneficial organoid phenotype and mechanistic context of microbiota-mediated repair
32766830	T1	Proteobacteria	Microbe	increased_in	inflammatory bowel disease relapse	IBD_Outcome	Fecal metagenomics showed an increased abundance of Proteobacteria (P = 0.0019, q = 0.019) and Fusobacteria (P = 0.0040, q = 0.020) and at the species level Lachnospiraceae_bacterium_2_1_58FAA (P = 0.000008, q = 0.0009) among the relapses	cohort	0.85	Prospective cohort of 164 IBD patients (108 CD, 56 UC); observation of increased abundance in relapse group vs quiescent
32766830	T2	Fusobacteria	Microbe	increased_in	inflammatory bowel disease relapse	IBD_Outcome	Fecal metagenomics showed an increased abundance of Proteobacteria (P = 0.0019, q = 0.019) and Fusobacteria (P = 0.0040, q = 0.020) and at the species level Lachnospiraceae_bacterium_2_1_58FAA (P = 0.000008, q = 0.0009) among the relapses	cohort	0.85	Prospective cohort of 164 IBD patients; observation of increased abundance in relapse group
40117176	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35032589	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
26554605	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32582102	T1	Ruminococcus torques	Microbe	increased_in	Crohn's disease with upper gastrointestinal tract involvement	IBD_Outcome	DiTaxa analysis predicted significant association of the species Ruminococcus torques with UGI involvement, which was confirmed by the LEfSe analysis (P = 0.025)	cohort	0.8	CD patients with vs without UGI involvement (n=26, 13 each group); R. torques identified as biomarker for UGI involvement
39294159	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
28810577	T1	patchouli oil	Food	decreases_marker	ulcerative colitis	IBD_Outcome	PO (270 mg/kg, rectal instillation) significantly alleviated colonic damage and reduced disease activity indicators and colonic myeloperoxidase in TNBS-induced rats	animal	0.8	TNBS rat model of IBD; essential oil of Pogostemon cablin (patchouli) tested as treatment
39203412	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39201260	T1	probiotic mixture (Tetragenococcus halophilus and Eubacterium rectale)	Food	decreases_marker	ulcerative colitis	IBD_Outcome	colitis mice treated with the probiotic mixture experienced reduced weight loss and significantly less colonic shortening compared to untreated mice	animal	0.8	DSS-induced colitis mouse model; multi-strain probiotic intervention
39201260	T2	probiotic mixture (Tetragenococcus halophilus and Eubacterium rectale)	Food	increases_abundance_of	Actinobacteria	Microbe	probiotic-mixture treatment of colitis mice significantly increased the abundance of the phyla Actinobacteria and Verrucomicrobia (p < 0.05)	animal	0.85	DSS-induced colitis mouse model; statistically significant (p < 0.05)
39201260	T3	probiotic mixture (Tetragenococcus halophilus and Eubacterium rectale)	Food	increases_abundance_of	Verrucomicrobia	Microbe	probiotic-mixture treatment of colitis mice significantly increased the abundance of the phyla Actinobacteria and Verrucomicrobia (p < 0.05)	animal	0.85	DSS-induced colitis mouse model; statistically significant (p < 0.05)
34589862	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33668818	T1	indol-3-carbinol	Food	decreases_marker	ulcerative colitis	IBD_Outcome	both Q and I3C improved significantly clinical symptoms in moderate DSS colitis, which coincides with a significantly reduced histopathological score	animal	0.8	DSS chronic colitis mouse model (C57BL/6); plant-derived compound administered by gavage
33668818	T2	quercetin	Food	decreases_marker	ulcerative colitis	IBD_Outcome	both Q and I3C improved significantly clinical symptoms in moderate DSS colitis, which coincides with a significantly reduced histopathological score	animal	0.8	DSS chronic colitis mouse model (C57BL/6); plant-derived compound administered by gavage
38812161	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37649894	T1	sinapic acid	Food	decreases_marker	inflammatory bowel disease	IBD_Outcome	Dietary sinapic acid also alleviated the imbalanced of gut microbiota and symptoms of IBD, evidenced by improvements in the length and morphology of the intestine in mice with colitis.	animal	0.8	DSS-induced colitis mouse model (C57BL/6); sinapic acid 2 or 10 mg/kg/day for 15 days
39291661	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34543718	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34170110	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33989521	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41399913	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38378002	T1	Faecalibacterium prausnitzii	Microbe	increased_in	spondyloarthritis	IBD_Outcome	treatment of 22 IBD-pSpA subjects with sulfasalazine identifies clinical responders with a gut microbiome enriched in Faecalibacterium prausnitzii	cohort	0.85	n=22 IBD-pSpA patients; clinical responders enriched for F. prausnitzii; responder status is outcome marker
38378002	T2	Faecalibacterium prausnitzii	Microbe	produces	butyrate	Bioactive	treatment of 22 IBD-pSpA subjects with sulfasalazine identifies clinical responders with a gut microbiome enriched in Faecalibacterium prausnitzii and the capacity for butyrate production	cohort	0.85	Butyrate production capacity associated with responder microbiome enriched in F. prausnitzii
32400787	T1	Bifidobacterium infantis	Food	decreases_marker	ulcerative colitis	IBD_Outcome	All treatments decreased the disease activity index (DAI) and pathological scores	animal	0.75	DSS-induced colitis mouse model; probiotic administered as dietary intervention
32400787	T2	xylooligosaccharide	Food	decreases_marker	ulcerative colitis	IBD_Outcome	All treatments decreased the disease activity index (DAI) and pathological scores	animal	0.75	DSS-induced colitis mouse model; prebiotic administered as dietary intervention
32400787	T3	Bifidobacterium infantis and xylooligosaccharide	Food	decreases_marker	ulcerative colitis	IBD_Outcome	synbiotic treatment was more efficacious than either the probiotic or prebiotic alone	animal	0.8	DSS-induced colitis mouse model; synbiotic combination showed additive efficacy
33963491	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33064186	T1	Akkermansia muciniphila	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	Compared with HC, significantly lower colonization and abundance of Akkermansia were found in UC and CD (p < 0.01, p < 0.001, respectively)	cohort	0.88	n=180 (43 UC, 57 CD, 80 HC); direct observational comparison
33064186	T2	Akkermansia muciniphila	Microbe	decreased_in	Crohn's disease	IBD_Outcome	Compared with HC, significantly lower colonization and abundance of Akkermansia were found in UC and CD (p < 0.01, p < 0.001, respectively)	cohort	0.88	n=180 (43 UC, 57 CD, 80 HC); direct observational comparison
33064186	T3	Faecalibacterium prausnitzii	Microbe	decreased_in	inflammatory bowel disease	IBD_Outcome	Co-occurrence of Akkermansia-Faecalibacterium prausnitzii was at a lower level in IBD	cohort	0.8	Implicit from co-occurrence pattern described at lower level in IBD vs controls
38335705	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34337079	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38478397	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37095601	T1	Mediterranean Diet Pattern	Food	decreases_marker	ulcerative colitis	IBD_Outcome	At week 12, 75% [9/12] of participants in the CHD had an FC >100 μg/g, vs 20% [3/15] of participants in the MDP group	rct	0.88	RCT with 28 quiescent UC participants; faecal calprotectin reduction in MDP vs CHD
37095601	T2	Mediterranean Diet Pattern	Food	increases_abundance_of	Alistipes finegoldii	Microbe	the MDP induced alterations in microbial species associated with a protective role in colitis [Alistipes finegoldii and Flavonifractor plautii]	rct	0.85	RCT; Mediterranean diet increased species with protective role in UC
37095601	T3	Mediterranean Diet Pattern	Food	increases_abundance_of	Ruminococcus bromii	Microbe	the MDP induced alterations in microbial species associated with a protective role in colitis... as well as the production of SCFAs [Ruminococcus bromii]	rct	0.85	RCT; SCFA-producing species increased by MDP
32422882	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39588977	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35536673	T1	Faecalibacterium prausnitzii	Microbe	decreased_in	inflammatory bowel disease	IBD_Outcome	Abundance of Faecalibacterium prausnitzii, a dominant bacterium of the human microbiota that exhibits antiinflammatory effects, is decreased in patients with inflammatory bowel diseases (IBD).	cohort	0.85	Direct observational finding in IBD patients vs healthy; human cohort study
38615686	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30384844	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41689364	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34878713	T1	Lactobacillus acidophilus PIN7 paraprobiotic	Food	decreases_marker	colitis	IBD_Outcome	Colitis-associated DAI scores were significantly (p < 0.05) attenuated in HEAT and LYSOZYME group	animal	0.8	DSS-induced colitis mouse model; heat-killed paraprobiotic supplementation
36232464	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37550026	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32073898	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39007163	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40649400	T1	Safflower seed meal	Food	contains	N-feruloyl serotonin	Bioactive	Eleven serotonin derivatives were isolated; N-trans-Feruloyl-3,5-dihydroxyindolin-2-one (1) and Bufoserotonin A (2) were identified in safflower seed meal for the first time. Compounds 1, 3-7 and 10 significantly reduced inflammatory factors, with N-feruloyl serotonin (4, FS) showing the strongest activity.	mechanistic	0.85	Serotonin derivatives explicitly identified in safflower seed meal; N-feruloyl serotonin (FS) shown as primary active compound
40649400	T2	Safflower seed meal	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Compounds 1, 3-7 and 10 significantly reduced inflammatory factors, with N-feruloyl serotonin (4, FS) showing the strongest activity. Thus, two novel derivatives were isolated and FS demonstrated significant anti-inflammatory and potential anti-ulcerative colitis effects	mechanistic	0.75	In vitro anti-inflammatory activity in LPS-induced macrophages; computational evidence via network pharmacology and molecular docking
35951774	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31090547	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35967288	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
28271317	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37107466	T1	Saccharina japonica extract	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Results showed that both MES and SJE treatment decreased the disease activity index scores, relieving the short colon	animal	0.8	DSS-induced UC mouse model (C57B/L6); brown macroalga extract
37107466	T2	Saccharina japonica extract	Food	increases_abundance_of	short-chain fatty acid-producing bacteria	Microbe	Dietary SJE was significant to relieving the reduction in short-chain fatty acids	animal	0.75	Indirect evidence via SCFA restoration; SCFA-producing bacteria presumed to underlie this effect
38980756	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37454276	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39208897	T1	Bacteroides uniformis capsular polysaccharide	Food	decreases_marker	ulcerative colitis	IBD_Outcome	BUCPS1B alleviated intestinal inflammation in a mouse model of colitis	animal	0.8	DSS-induced colitis mouse model; extracted capsular polysaccharide from B. uniformis
39208897	T2	Bacteroides uniformis capsular polysaccharide	Food	increases_abundance_of	Akkermansia muciniphila	Microbe	BUCPS1B modulated the gut microbiota composition, increased the abundance of the probiotic Akkermansia muciniphila	animal	0.8	DSS-induced colitis mouse model
